URL,Brand,Item Type,Size,Price,Original Price,Material,Condition,Item ID
https://www.thredup.com/product/women-polyester-boston-proper-black-jumpsuit/119832573?query_id=622956317577658368&result_id=623087663713173504,Boston Proper,Jumpsuit,Size 8 ,$23.51,$95,"95% Polyester, 5% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119832573
https://www.thredup.com/product/women-cotton-heart-hips-black-casual-dress/119638939?query_id=622956317577658368&result_id=623087663713173504,Heart Hips,Casual Dress,Size M ,$13.03,$36,"60% Cotton, 40% Rayon","This item is in excellent condition with only light signs of wear, if any.",Item #119638939
https://www.thredup.com/product/women-rayon-express-purple-casual-dress/119531430?query_id=622956317577658368&result_id=623087663713173504,Express,Casual Dress,Size S ,$11.99,$54,"96% Rayon, 4% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #119531430
https://www.thredup.com/product/women-cotton-assorted-brands-blue-casual-dress/119760617?query_id=622956317577658368&result_id=623087663713173504,Assorted Brands,Casual Dress,Size 2X (Plus) ,$13.75,$48,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119760617
https://www.thredup.com/product/women-silk-wilfred-black-casual-dress/119736453?query_id=622956317577658368&result_id=623087663713173504,Wilfred,Casual Dress,Size 2 ,$20.47,$143,100% Silk,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119736453
https://www.thredup.com/product/women-polyester-white-house-black-market-black-casual-dress/119728699?query_id=622956317577658368&result_id=623087663713173504,White House Black Market,Casual Dress,Size L ,$24.15,$99.5,100% Polyester,This item is brand new with tags still attached.,Item #119728699
https://www.thredup.com/product/women-bcbgeneration-black-casual-dress/119607817?query_id=622956317577658368&result_id=623087663713173504,BCBGeneration,Casual Dress,Size L ,$17.03,$78,Material unknown,"This item is in excellent condition with only light signs of wear, if any.",Item #119607817
https://www.thredup.com/product/women-linen-cooperative-ivory-romper/118787645?query_id=622956317577658368&result_id=623087663713173504,Cooperative,Romper,Size XS ,$18.23,$69,100% Linen,This item is brand new with tags still attached.,Item #118787645
https://www.thredup.com/product/women-polyester-mlle-gabrielle-black-casual-dress/119177013?query_id=622956317577658368&result_id=623087663713173504,Mlle Gabrielle,Casual Dress,Size S ,$19.83,$48,"96% Polyester, 4% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #119177013
https://www.thredup.com/product/women-cotton-assorted-brands-black-casual-dress/119153915?query_id=622956317577658368&result_id=623087663713173504,Assorted Brands,Casual Dress,Size Sm - Med ,$14.47,$48,"60% Cotton, 30% Nylon, 10% Merino Wool",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119153915
https://www.thredup.com/product/women-cotton-universal-thread-black-casual-dress/119844105?query_id=622956317577658368&result_id=623087663713173504,Universal Thread,Casual Dress,Size M ,$12.55,$24,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119844105
https://www.thredup.com/product/women-polyester-robbie-bee-maroon-casual-dress/119766818?query_id=622956317577658368&result_id=623087663713173504,Robbie Bee,Casual Dress,Size M ,$11.03,$60,"96% Polyester, 4% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119766818
https://www.thredup.com/product/women-rayon-trixxi-pink-romper/119601780?query_id=622956317577658368&result_id=623087663713173504,Trixxi,Romper,Size S ,$19.11,$48,100% Rayon,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119601780
https://www.thredup.com/product/women-rayon-old-navy-black-casual-dress/119585792?query_id=622956317577658368&result_id=623087663713173504,Old Navy,Casual Dress,Size S ,$15.03,$40,"96% Rayon, 4% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119585792
https://www.thredup.com/product/women-polyester-ann-taylor-factory-teal-casual-dress/119495563?query_id=622956317577658368&result_id=623087663713173504,Ann Taylor Factory,Casual Dress,Size XL ,$12.15,$36,"77% Polyester, 19% Rayon, 4% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119495563
https://www.thredup.com/product/women-silk-cmv-carmen-marc-valvo-yellow-casual-dress/119475761?query_id=622956317577658368&result_id=623087663713173504,CMV Carmen Marc Valvo,Casual Dress,Size 8 ,$63.19,$470,100% Silk,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119475761
https://www.thredup.com/product/women-polyester-old-navy-maroon-casual-dress/119538832?query_id=622956317577658368&result_id=623087663713173504,Old Navy,Casual Dress,Size L ,$14.95,$40,"71% Polyester, 27% Rayon, 2% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #119538832
https://www.thredup.com/product/women-cotton-jcrew-blue-casual-dress/119765734?query_id=622956317577658368&result_id=623087663713173504,J.Crew,Casual Dress,Size S ,$35.19,$118,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119765734
https://www.thredup.com/product/women-cotton-pink-lily-blue-romper/119766239?query_id=622956317577658368&result_id=623087663713173504,Pink Lily,Romper,Size M ,$13.43,$48,100% Cotton,This item is brand new with tags still attached.,Item #119766239
https://www.thredup.com/product/women-cotton-american-eagle-outfitters-blue-casual-dress/119611829?query_id=622956317577658368&result_id=623087663713173504,American Eagle Outfitters,Casual Dress,Size S ,$17.03,$50,"91% Cotton, 9% Linen","This item is in excellent condition with only light signs of wear, if any.",Item #119611829
https://www.thredup.com/product/women-polymide-black-halo-blue-casual-dress/119575355?query_id=622956317577658368&result_id=623087663713173504,Black Halo,Casual Dress,Size 6 ,$47.19,$345,"62% Polymide, 32% Viscose, 6% Elastane",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119575355
https://www.thredup.com/product/women-polyester-express-white-jumpsuit/119578248?query_id=622956317577658368&result_id=623087663713173504,Express,Jumpsuit,Size S ,$22.23,$85,"95% Polyester, 5% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #119578248
https://www.thredup.com/product/women-linen-junk-food-x-disney-gray-romper/119844016?query_id=622956317577658368&result_id=623087663713173504,Junk Food X Disney,Romper,Size L ,$25.35,$95,"53% Linen, 47% Cotton",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119844016
https://www.thredup.com/product/women-wool-jcrew-gray-casual-dress/119620069?query_id=622956317577658368&result_id=623087663713173504,J.Crew,Casual Dress,Size 4 ,$20.79,$118,100% Wool,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119620069
https://www.thredup.com/product/women-assorted-brands-maroon-casual-dress/119564473?query_id=622956317577658368&result_id=623087663713173504,Assorted Brands,Casual Dress,Size S ,$14.95,$48,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119564473
https://www.thredup.com/product/women-cotton-assorted-brands-black-casual-dress/119830807?query_id=622956317577658368&result_id=623087663713173504,Assorted Brands,Casual Dress,Size M ,$6.39,$48,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119830807
https://www.thredup.com/product/women-rayon-gap-blue-casual-dress/119599116?query_id=622956317577658368&result_id=623087663713173504,Gap,Casual Dress,Size S ,$17.11,$70,100% Rayon,"This item is in excellent condition with only light signs of wear, if any.",Item #119599116
https://www.thredup.com/product/women-viscose-cline-pink-casual-dress/119150874?query_id=622956317577658368&result_id=623087663713173504,Céline,Casual Dress,Size 36 (FR) ,,$1015,"96% Viscose, 4% Elastane",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119150874
https://www.thredup.com/product/women-rayon-old-navy-maroon-casual-dress/119702064?query_id=622956317577658368&result_id=623087663713173504,Old Navy,Casual Dress,Size S ,$16.63,$40,100% Rayon,"This item is in excellent condition with only light signs of wear, if any.",Item #119702064
https://www.thredup.com/product/women-silk-parker-pink-cocktail-dress/119596162?query_id=622956317577658368&result_id=623087663713173504,Parker,Cocktail Dress,Size S ,$36.79,$297,100% Silk,"This item is in excellent condition with only light signs of wear, if any.",Item #119596162
https://www.thredup.com/product/women-polyester-blu-heaven-blue-casual-dress/119547957?query_id=622956317577658368&result_id=623087663713173504,Blu Heaven,Casual Dress,Size S ,$14.95,$36,"62% Polyester, 33% Rayon, 5% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119547957
https://www.thredup.com/product/women-silk-laura-ashley-pink-casual-dress/119614569?query_id=622956317577658368&result_id=623087663713173504,Laura Ashley,Casual Dress,Size 4 ,$17.35,$71,100% Silk,"This item is in excellent condition with only light signs of wear, if any.",Item #119614569
https://www.thredup.com/product/women-polyester-japna-maroon-casual-dress/119620544?query_id=622956317577658368&result_id=623087663713173504,Japna,Casual Dress,Size XS ,$9.27,$24,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #119620544
https://www.thredup.com/product/women-cotton-free-people-black-casual-dress/119736699?query_id=622956317577658368&result_id=623087663713173504,Free People,Casual Dress,Size S ,$29.67,$128,"80% Cotton, 15% Nylon, 5% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #119736699
https://www.thredup.com/product/women-polyester-marc-new-york-gray-cocktail-dress/119319022?query_id=622956317577658368&result_id=623087663713173504,Marc New York,Cocktail Dress,Size 12 ,$43.99,$238,"97% Polyester, 3% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #119319022
https://www.thredup.com/product/women-viscose-h-and-m-green-casual-dress/119294650?query_id=622956317577658368&result_id=623087663713173504,H&M,Casual Dress,Size S ,$11.75,$30,100% Viscose,"This item is in excellent condition with only light signs of wear, if any.",Item #119294650
https://www.thredup.com/product/women-cotton-divided-by-h-and-m-gray-casual-dress/119628655?query_id=622956317577658368&result_id=623087663713173504,Divided by H&M,Casual Dress,Size 4 ,$7.19,$24,"95% Cotton, 5% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #119628655
https://www.thredup.com/product/women-rayon-ann-taylor-loft-black-casual-dress/119737938?query_id=622956317577658368&result_id=623087663713173504,Ann Taylor LOFT,Casual Dress,Size S ,$18.95,$70,100% Rayon,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119737938
https://www.thredup.com/product/women-polyester-superfoxx-pink-casual-dress/119765426?query_id=622956317577658368&result_id=623087663713173504,Superfoxx,Casual Dress,Size XS ,$42.39,$60,"96% Polyester, 4% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #119765426
https://www.thredup.com/product/women-cotton-zara-maroon-casual-dress/119319276?query_id=622956317577658368&result_id=623087663713173504,Zara,Casual Dress,Size XS ,$21.27,$46,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119319276
https://www.thredup.com/product/women-viscose-stockholm-atelier-x-other-stories-black-casual-dress/119649311?query_id=622956317577658368&result_id=623087663713173504,Stockholm Atelier X Other Stories,Casual Dress,Size 2 ,$23.59,$95,100% Viscose,"This item is in excellent condition with only light signs of wear, if any.",Item #119649311
https://www.thredup.com/product/women-polyester-scotch-and-soda-black-casual-dress/119638638?query_id=622956317577658368&result_id=623087663713173504,Scotch & Soda,Casual Dress,Size XS ,$35.19,$167,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #119638638
https://www.thredup.com/product/women-spandex-misslook-brown-casual-dress/119598759?query_id=622956317577658368&result_id=623087663713173504,Misslook,Casual Dress,Size M ,$18.55,$95,"1% Spandex, 99% Cotton",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119598759
https://www.thredup.com/product/women-farm-rio-blue-casual-dress/119765674?query_id=622956317577658368&result_id=623087663713173504,FARM Rio,Casual Dress,Size M ,$68.79,$165,Material unknown,"This item is in excellent condition with only light signs of wear, if any.",Item #119765674
https://www.thredup.com/product/women-cotton-asm-collection-black-casual-dress/119273618?query_id=622956317577658368&result_id=623087663713173504,ASM Collection,Casual Dress,Size M ,$17.75,$48,"60% Cotton, 40% Polyester","This item is in excellent condition with only light signs of wear, if any.",Item #119273618
https://www.thredup.com/product/women-oc-by-oc-teal-casual-dress/119197720?query_id=622956317577658368&result_id=623087663713173504,OC by OC,Casual Dress,Size 8 ,$12.71,$71,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119197720
https://www.thredup.com/product/women-viscose-divided-by-h-and-m-green-casual-dress/119577430?query_id=622956317577658368&result_id=623087663713173504,Divided by H&M,Casual Dress,Size 0 ,$9.43,$24.99,100% Viscose,This item is brand new with tags still attached.,Item #119577430
https://www.thredup.com/product/women-polyester-aqua-black-casual-dress/119605479?query_id=622956317577658368&result_id=623087663713173504,Aqua,Casual Dress,Size M ,$35.99,$190,100% Polyester,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119605479
https://www.thredup.com/product/women-rayon-alice-olivia-black-casual-dress/119605186?query_id=622956317577658368&result_id=623087663713173504,Alice + Olivia,Casual Dress,Size 4 ,$42.39,$330,"74% Rayon, 20% Nylon, 6% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119605186
https://www.thredup.com/product/women-ali-ro-ivory-casual-dress/101069850?query_id=642697512218345472&result_id=642697512688107520,Ali Ro,Casual Dress,Size 0 ,$7.19,$238,Material unknown,"This item is in excellent condition with only light signs of wear, if any.",Item #101069850
https://www.thredup.com/product/women-polyester-forever-21-blue-casual-dress/116714782?query_id=642697512218345472&result_id=642697512688107520,Forever 21,Casual Dress,Size M ,$7.79,$25,"61% Polyester, 36% Cotton, 3% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #116714782
https://www.thredup.com/product/women-polyester-hi-line-gray-casual-dress/103793443?query_id=642697512218345472&result_id=642697512688107520,Hi-Line,Casual Dress,Size S ,$7.19,$95,"51% Polyester, 49% Cotton","This item is in excellent condition with only light signs of wear, if any.",Item #103793443
https://www.thredup.com/product/women-rayon-old-navy-blue-casual-dress/103917039?query_id=642697512218345472&result_id=642697512688107520,Old Navy,Casual Dress,Size M ,$7.99,$40,"95% Rayon, 5% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #103917039
https://www.thredup.com/product/women-silk-sugar-lips-yellow-casual-dress/116496491?query_id=642697512218345472&result_id=642697512688107520,Sugar Lips,Casual Dress,Size M ,$10.19,$44.99,100% Silk,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #116496491
https://www.thredup.com/product/women-spandex-bcbgmaxazria-pink-cocktail-dress/109632965?query_id=642697512218345472&result_id=642697512688107520,BCBGMAXAZRIA,Cocktail Dress,Size 2 ,$17.99,$338,"5% Spandex, 95% Polyester",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #109632965
https://www.thredup.com/product/women-polyester-the-limited-teal-cocktail-dress/117275674?query_id=642697512218345472&result_id=642697512688107520,The Limited,Cocktail Dress,Size 0 ,$13.19,$109,"96% Polyester, 4% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #117275674
https://www.thredup.com/product/women-cotton-ambiance-black-casual-dress/107371072?query_id=642697512218345472&result_id=642697512688107520,Ambiance,Casual Dress,Size L ,$7.19,$36,"78% Cotton, 16% Rayon, 6% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #107371072
https://www.thredup.com/product/women-cotton-rock-flower-paper-blue-casual-dress/111115121?query_id=642697512218345472&result_id=642697512688107520,Rock Flower Paper,Casual Dress,Size S ,$8.99,$95,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #111115121
https://www.thredup.com/product/women-polyester-socialite-black-casual-dress/110494067?query_id=642697512218345472&result_id=642697512688107520,Socialite,Casual Dress,Size M ,$6.59,$36,"77% Polyester, 21% Spandex, 2% Rayon","This item is in excellent condition with only light signs of wear, if any.",Item #110494067
https://www.thredup.com/product/women-spandex-everly-green-casual-dress/102527308?query_id=642697512218345472&result_id=642697512688107520,Everly,Casual Dress,Size M ,$3.99,$58,"5% Spandex, 95% Rayon",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #102527308
https://www.thredup.com/product/women-jessica-simpson-black-cocktail-dress/120569609?query_id=642697512218345472&result_id=642697512688107520,Jessica Simpson,Cocktail Dress,Size 10 ,$16.09,$119,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #120569609
https://www.thredup.com/product/women-viscose-issa-london-pink-casual-dress/109377521?query_id=642697512218345472&result_id=642697512688107520,Issa London,Casual Dress,Size 8 ,$31.99,$495,100% Viscose,"This item is in excellent condition with only light signs of wear, if any.",Item #109377521
https://www.thredup.com/product/women-spandex-white-house-black-market-black-romper/120684475?query_id=642697512218345472&result_id=642697512688107520,White House Black Market,Romper,Size 2 ,$23.09,$99,"5% Spandex, 95% Polyester","This item is in excellent condition with only light signs of wear, if any.",Item #120684475
https://www.thredup.com/product/women-rayon-arizona-jean-company-black-casual-dress/104999113?query_id=642697512218345472&result_id=642697512688107520,Arizona Jean Company,Casual Dress,Size S ,$7.19,$30,"95% Rayon, 5% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #104999113
https://www.thredup.com/product/women-nylon-antonio-melani-black-casual-dress/115501074?query_id=642697512218345472&result_id=642697512688107520,Antonio Melani,Casual Dress,Size 4 ,$10.19,$71,"75% Nylon, 25% Cotton","This item is in excellent condition with only light signs of wear, if any.",Item #115501074
https://www.thredup.com/product/women-rayon-vince-camuto-yellow-casual-dress/102321898?query_id=642697512218345472&result_id=642697512688107520,Vince Camuto,Casual Dress,Size XS ,$5.99,$95,"95% Rayon, 5% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #102321898
https://www.thredup.com/product/women-modal-ann-taylor-loft-black-casual-dress/105437496?query_id=642697512218345472&result_id=642697512688107520,Ann Taylor LOFT,Casual Dress,Size M ,$7.69,$70,"67% Modal, 33% Polyester",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #105437496
https://www.thredup.com/product/women-cotton-nine-west-blue-casual-dress/103652276?query_id=642697512218345472&result_id=642697512688107520,Nine West,Casual Dress,Size XS ,$5.59,$95,"61% Cotton, 20% Nylon, 19% Ramie","This item is in excellent condition with only light signs of wear, if any.",Item #103652276
https://www.thredup.com/product/women-spandex-popular-basics-pink-casual-dress/109711822?query_id=642697512218345472&result_id=642697512688107520,Popular Basics,Casual Dress,Size S ,$6.59,$36,"5% Spandex, 95% Rayon","This item is in excellent condition with only light signs of wear, if any.",Item #109711822
https://www.thredup.com/product/women-polyester-michael-michael-kors-tan-casual-dress/110677099?query_id=642697512218345472&result_id=642697512688107520,MICHAEL Michael Kors,Casual Dress,Size XS ,$10.49,$90,100% Polyester,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #110677099
https://www.thredup.com/product/women-polyester-lush-ivory-casual-dress/112143461?query_id=642697512218345472&result_id=642697512688107520,Lush,Casual Dress,Size L ,$7.49,$48,100% Polyester,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #112143461
https://www.thredup.com/product/women-linen-casual-corner-gray-casual-dress/114127905?query_id=642697512218345472&result_id=642697512688107520,Casual Corner,Casual Dress,Size 10 ,$10.79,$48,"55% Linen, 45% Rayon",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #114127905
https://www.thredup.com/product/women-cotton-rabbit-rabbit-rabbit-designs-pink-casual-dress/119373872?query_id=642697512218345472&result_id=642697512688107520,Rabbit Rabbit Rabbit Designs,Casual Dress,Size 10 ,$15.39,$48,"70% Cotton, 30% Nylon",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #119373872
https://www.thredup.com/product/women-polyester-glam-maroon-casual-dress/112258542?query_id=642697512218345472&result_id=642697512688107520,Glam,Casual Dress,Size XS ,$7.79,$60,"87% Polyester, 13% Spandex",This item is brand new with tags still attached.,Item #112258542
https://www.thredup.com/product/women-polyester-material-girl-purple-casual-dress/118975591?query_id=642697512218345472&result_id=642697512688107520,Material Girl,Casual Dress,Size S ,$10.49,$48,"92% Polyester, 8% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #118975591
https://www.thredup.com/product/women-polyester-white-by-vera-wang-gray-cocktail-dress/97313092?query_id=642697512218345472&result_id=642697512688107520,White by Vera Wang,Cocktail Dress,Size 2 ,$29.99,$179,"58% Polyester, 25% Nylon, 17% Metallic",This item is brand new with tags still attached.,Item #97313092
https://www.thredup.com/product/women-zara-pink-casual-dress/120199249?query_id=642697512218345472&result_id=642697512688107520,Zara,Casual Dress,Size XS ,$17.49,$46,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #120199249
https://www.thredup.com/product/women-polyester-april-cornell-blue-casual-dress/119779794?query_id=642697512218345472&result_id=642697512688107520,April Cornell,Casual Dress,Size S ,$16.09,$71,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #119779794
https://www.thredup.com/product/women-cotton-maje-burgundy-casual-dress/114139622?query_id=642697512218345472&result_id=642697512688107520,Maje,Casual Dress,Size Lg (3) ,$29.99,$295,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #114139622
https://www.thredup.com/product/women-rayon-maeve-purple-casual-dress/119952936?query_id=642697512218345472&result_id=642697512688107520,Maeve,Casual Dress,Size XS ,$16.79,$130,100% Rayon,"This item is in excellent condition with only light signs of wear, if any.",Item #119952936
https://www.thredup.com/product/women-polyester-london-times-black-casual-dress/101503762?query_id=642697512218345472&result_id=642697512688107520,London Times,Casual Dress,Size 6 ,$6.99,$95,"95% Polyester, 5% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #101503762
https://www.thredup.com/product/women-polyester-gianni-bini-pink-casual-dress/101320899?query_id=642697512218345472&result_id=642697512688107520,Gianni Bini,Casual Dress,Size M ,$7.99,$119,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #101320899
https://www.thredup.com/product/women-rayon-old-navy-green-casual-dress/117945018?query_id=642697512218345472&result_id=642697512688107520,Old Navy,Casual Dress,Size M ,$9.59,$40,"93% Rayon, 7% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #117945018
https://www.thredup.com/product/women-polyester-tobi-pink-casual-dress/94951467?query_id=642697512218345472&result_id=642697512688107520,TOBI,Casual Dress,Size M ,$14.39,$95,100% Polyester,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #94951467
https://www.thredup.com/product/women-silk-john-callanan-black-casual-dress/104320448?query_id=642697512218345472&result_id=642697512688107520,John Callanan,Casual Dress,Size 8 ,$7.79,$95,100% Silk,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #104320448
https://www.thredup.com/product/women-wool-jcrew-black-casual-dress/107371561?query_id=642697512218345472&result_id=642697512688107520,J.Crew,Casual Dress,Size 0 ,$8.49,$118,100% Wool,"This item is in excellent condition with only light signs of wear, if any.",Item #107371561
https://www.thredup.com/product/women-viscose-rollas-ivory-casual-dress/107633847?query_id=642697512218345472&result_id=642697512688107520,Rolla's,Casual Dress,Size S ,$8.49,$119,100% Viscose,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #107633847
https://www.thredup.com/product/women-rayon-jcrew-black-casual-dress/107560526?query_id=642697512218345472&result_id=642697512688107520,J.Crew,Casual Dress,Size XS ,$8.49,$118,"40% Rayon, 60% Cotton",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #107560526
https://www.thredup.com/product/women-polyester-maje-brown-cocktail-dress/124783371?query_id=642697512218345472&result_id=642697512688107520,Maje,Cocktail Dress,Size 40 (FR) ,,$865,"92% Polyester, 8% Spandex",This item is brand new with tags still attached.,Item #124783371
https://www.thredup.com/product/women-rayon-bebe-pink-cocktail-dress/124458618?query_id=642697512218345472&result_id=642697512688107520,Bebe,Cocktail Dress,Size S ,$26.59,$159,"86% Rayon, 14% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #124458618
https://www.thredup.com/product/women-wool-alice-olivia-black-casual-dress/105392127?query_id=642697512218345472&result_id=642697512688107520,Alice + Olivia,Casual Dress,Size S ,$11.99,$330,"70% Wool, 30% Cashmere",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #105392127
https://www.thredup.com/product/women-wool-theory-black-casual-dress/109319390?query_id=642697512218345472&result_id=642697512688107520,Theory,Casual Dress,Size 0 ,$12.99,$335,"93% Wool, 5% Polyamide, 2% Elastane","This item is in excellent condition with only light signs of wear, if any.",Item #109319390
https://www.thredup.com/product/women-nylon-leith-black-casual-dress/112067648?query_id=642697512218345472&result_id=642697512688107520,Leith,Casual Dress,Size M ,$12.49,$119,"89% Nylon, 11% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #112067648
https://www.thredup.com/product/women-cotton-jcrew-black-casual-dress/120168715?query_id=642697512218345472&result_id=642697512688107520,J.Crew,Casual Dress,Size XS ,$19.59,$118,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #120168715
https://www.thredup.com/product/women-viscose-divided-by-h-and-m-ivory-casual-dress/119334842?query_id=642697512218345472&result_id=642697512688107520,Divided by H&M,Casual Dress,Size 0 ,$6.99,$24,100% Viscose,"This item is in excellent condition with only light signs of wear, if any.",Item #119334842
https://www.thredup.com/product/women-rayon-yigal-azroul-new-york-black-casual-dress/112755555?query_id=642697512218345472&result_id=642697512688107520,Yigal Azrouël New York,Casual Dress,Size XL (4) ,$54.49,$495,100% Rayon,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #112755555
https://www.thredup.com/product/women-2b-bebe-gray-casual-dress/101383649?query_id=642697512218345472&result_id=642697512688107520,2b bebe,Casual Dress,Size L ,$7.99,$36,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #101383649
https://www.thredup.com/product/women-polyester-atmosphere-black-romper/101453085?query_id=642697512218345472&result_id=642697512688107520,Atmosphere,Romper,Size 8 ,$7.99,$30,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #101453085
https://www.thredup.com/product/women-final-touch-tan-casual-dress/102546551?query_id=642697512218345472&result_id=642697512688107520,Final Touch,Casual Dress,Size M ,$3.99,$36,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #102546551
https://www.thredup.com/product/women-polyester-ihot-black-casual-dress/114999468?query_id=642697512218345472&result_id=642697512688107520,iHot,Casual Dress,Size M ,$10.79,$36,100% Polyester,"This item is in excellent condition with only light signs of wear, if any.",Item #114999468
https://www.thredup.com/product/women-viscose-old-navy-blue-casual-dress/115064542?query_id=642697512218345472&result_id=642697512688107520,Old Navy,Casual Dress,Size M ,$10.79,$40,100% Viscose,"This item is in excellent condition with only light signs of wear, if any.",Item #115064542
https://www.thredup.com/product/women-old-navy-black-casual-dress/114964265?query_id=642697512218345472&result_id=642697512688107520,Old Navy,Casual Dress,Size M ,$8.99,$40,Material unknown,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #114964265
https://www.thredup.com/product/women-cotton-american-eagle-outfitters-white-casual-dress/115097737?query_id=642697512218345472&result_id=642697512688107520,American Eagle Outfitters,Casual Dress,Size 6 ,$10.79,$50,100% Cotton,This item is in good condition with minor signs of wear: minor wear on fabric.,Item #115097737
https://www.thredup.com/product/women-rayon-forever-21-pink-romper/121356408?query_id=642697512218345472&result_id=642697512688107520,Forever 21,Romper,Size M ,$9.79,$20,"93% Rayon, 7% Spandex","This item is in excellent condition with only light signs of wear, if any.",Item #121356408
https://www.thredup.com/product/women-jcrew-ivory-casual-dress/101549394?query_id=642697512218345472&result_id=642697512688107520,J.Crew,Casual Dress,Size S ,$4.99,$118,Material unknown,This item is in good condition with minor signs of wear: minor stain.,Item #101549394
https://www.thredup.com/product/women-rayon-who-what-wear-ivory-casual-dress/101363183?query_id=642697512218345472&result_id=642697512688107520,Who What Wear,Casual Dress,Size S ,$4.99,$36,"35% Rayon, 65% Polyester",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #101363183
https://www.thredup.com/product/women-nylon-belle-badgley-mischka-pink-casual-dress/112033170?query_id=642697512218345472&result_id=642697512688107520,Belle Badgley Mischka,Casual Dress,Size 2 ,$16.99,$167,"98% Nylon, 2% Spandex",This item is in good condition with minor signs of wear: minor wear on fabric.,Item #112033170
